Time,Data,Average,SD
 13:39:12   ,557.0,571.0,225.55
 13:39:15   ,516.0,530.9,220.32
 13:39:18   ,703.0,565.6,220.35
 13:39:21   ,536.0,528.2,207.66
 13:39:24   ,739.0,599.3,185.63
 13:39:27   ,751.0,584.5,184.54
 13:39:30   ,739.0,641.2,121.74
 13:39:33   ,409.0,606.2,132.48
 13:39:36   ,669.0,628.6,111.67
 13:39:39   ,400.0,575.5,139.12
 13:39:42   ,789.0,640.8,120.57
 13:39:45   ,815.0,627.7,142.48
 13:39:48   ,529.0,626.4,138.27
 13:39:51   ,727.0,657.4,145.57
 13:39:54   ,441.0,628.1,157.18
 13:39:57   ,401.0,622.9,161.5
 13:40:00   ,532.0,605.0,152.75
 13:40:03   ,586.0,576.6,156.19
 13:40:06   ,426.0,572.9,155.02
 13:40:09   ,800.0,602.0,158.99
 13:40:12   ,647.0,589.3,142.88
 13:40:15   ,797.0,605.4,156.81
 13:40:18   ,812.0,590.1,143.99
 13:40:21   ,688.0,604.5,143.06
 13:40:24   ,434.0,587.6,158.73
 13:40:27   ,642.0,633.1,141.14
 13:40:30   ,717.0,643.9,138.12
 13:40:33   ,488.0,632.0,139.93
 13:40:36   ,208.0,617.1,189.14
 13:40:39   ,760.0,678.5,123.79
 13:40:42   ,751.0,618.4,179.54
 13:40:45   ,757.0,630.3,184.87
 13:40:48   ,533.0,603.3,177.39
 13:40:51   ,665.0,611.0,171.18
 13:40:54   ,722.0,601.2,173.67
 13:40:57   ,679.0,620.0,162.99
 13:41:00   ,780.0,638.1,171.59
 13:41:03   ,766.0,632.9,169.06
 13:41:06   ,719.0,657.4,164.37
 13:41:09   ,525.0,693.8,89.71
 13:41:12   ,618.0,699.0,73.29
 13:41:15   ,681.0,682.7,85.09
 13:41:18   ,827.0,683.4,95.85
 13:41:21   ,571.0,672.6,77.53
 13:41:24   ,701.0,701.8,81.15
 13:41:27   ,330.0,649.6,139.12
 13:41:30   ,699.0,688.7,89.62
 13:41:33   ,762.0,650.0,138.18
 13:41:36   ,737.0,640.8,131.93
 13:41:39   ,735.0,644.9,134.94
 13:41:42   ,597.0,652.3,130.32
 13:41:45   ,289.0,633.2,173.43
 13:41:48   ,712.0,667.1,132.68
 13:41:51   ,777.0,619.8,167.67
 13:41:54   ,586.0,614.8,162.3
 13:41:57   ,168.0,580.6,216.66
 13:42:00   ,753.0,664.7,139.78
 13:42:03   ,699.0,606.2,200.02
 13:42:06   ,845.0,619.9,210.69
 13:42:09   ,880.0,619.6,212.94
 13:42:12   ,796.0,622.2,213.11
 13:42:15   ,570.0,627.9,221.85
 13:42:18   ,304.0,652.0,223.9
 13:42:21   ,305.0,637.9,224.0
 13:42:24   ,729.0,633.0,221.62
 13:42:27   ,778.0,609.8,245.55
 13:42:30   ,409.0,629.0,207.44
 13:42:33   ,833.0,673.9,202.53
 13:42:36   ,774.0,639.0,212.66
 13:42:39   ,595.0,619.9,206.76
 13:42:42   ,529.0,602.7,197.05
 13:42:45   ,493.0,579.0,187.61
 13:42:48   ,253.0,550.9,211.04
 13:42:51   ,449.0,589.4,171.64
 13:42:54   ,725.0,611.8,179.03
 13:42:57   ,813.0,592.6,189.02
 13:43:00   ,547.0,560.7,168.45
 13:43:03   ,627.0,609.1,174.7
 13:43:06   ,194.0,537.2,194.73
 13:43:09   ,836.0,586.7,166.79
 13:43:12   ,627.0,525.7,182.92
 13:43:15   ,510.0,544.7,204.27
 13:43:18   ,709.0,578.0,208.82
 13:43:21   ,212.0,554.0,211.21
 13:43:24   ,647.0,623.5,173.91
 13:43:27   ,801.0,587.6,218.99
 13:43:30   ,313.0,522.2,204.79
 13:43:33   ,705.0,586.8,210.81
 13:43:36   ,693.0,554.2,224.6
 13:43:39   ,812.0,617.2,201.23
 13:43:42   ,811.0,602.8,189.83
 13:43:45   ,761.0,616.3,195.8
 13:43:48   ,839.0,654.2,205.98
 13:43:51   ,615.0,637.0,199.28
 13:43:54   ,505.0,688.7,157.32
 13:43:57   ,732.0,708.2,146.81
 13:44:00   ,287.0,634.1,192.39
 13:44:03   ,765.0,723.8,96.34
 13:44:06   ,281.0,633.6,199.07
 13:44:09   ,857.0,698.4,171.35
 13:44:12   ,570.0,616.6,194.77
 13:44:15   ,580.0,622.2,199.55
 13:44:18   ,655.0,610.6,194.83
 13:44:21   ,759.0,595.1,186.02
 13:44:24   ,842.0,607.4,195.4
 13:44:27   ,533.0,601.9,185.6
 13:44:30   ,814.0,641.0,202.52
 13:44:33   ,758.0,660.0,166.33
 13:44:36   ,701.0,659.2,167.76
 13:44:39   ,609.0,697.7,115.8
 13:44:42   ,783.0,699.5,103.97
 13:44:45   ,566.0,681.7,103.54
 13:44:48   ,705.0,715.9,90.88
 13:44:51   ,671.0,703.6,100.86
 13:44:54   ,698.0,700.9,98.77
 13:44:57   ,342.0,648.2,134.01
 13:45:00   ,470.0,677.5,99.09
 13:45:03   ,732.0,656.5,121.5
 13:45:06   ,723.0,626.8,127.28
 13:45:09   ,692.0,626.8,127.5
 13:45:12   ,706.0,639.6,131.11
 13:45:15   ,648.0,624.7,121.45
 13:45:18   ,750.0,648.9,126.48
 13:45:21   ,636.0,631.8,119.94
 13:45:24   ,767.0,652.8,130.44
 13:45:27   ,866.0,656.5,141.65
 13:45:30   ,271.0,639.5,146.89
 13:45:33   ,608.0,712.8,70.59
 13:45:36   ,695.0,675.4,148.32
 13:45:39   ,721.0,666.5,149.39
 13:45:42   ,304.0,625.1,182.93
 13:45:45   ,442.0,640.4,162.9
 13:45:48   ,817.0,643.5,192.4
 13:45:51   ,776.0,608.6,193.58
 13:45:54   ,489.0,598.0,200.64
 13:45:57   ,478.0,597.8,202.04
 13:46:00   ,531.0,565.4,181.03
 13:46:03   ,782.0,611.2,165.36
 13:46:06   ,803.0,605.6,169.46
 13:46:09   ,840.0,618.0,180.2
 13:46:12   ,720.0,614.2,175.88
 13:46:15   ,285.0,624.3,189.8
 13:46:18   ,328.0,656.4,172.78
 13:46:21   ,250.0,595.4,207.55
 13:46:24   ,638.0,589.4,187.57
 13:46:27   ,763.0,578.0,219.87
 13:46:30   ,593.0,577.0,210.48
 13:46:33   ,684.0,609.3,218.23
 13:46:36   ,427.0,564.7,213.18
 13:46:39   ,446.0,554.7,201.5
 13:46:42   ,813.0,550.1,198.9
 13:46:45   ,310.0,472.4,174.86
 13:46:48   ,763.0,570.5,186.68
 13:46:51   ,702.0,562.6,183.62
 13:46:54   ,836.0,627.3,171.19
 13:46:57   ,768.0,626.9,165.76
 13:47:00   ,370.0,594.4,183.16
 13:47:03   ,820.0,656.9,180.86
 13:47:06   ,338.0,577.3,205.04
 13:47:09   ,339.0,616.7,209.93
 13:47:12   ,755.0,647.5,205.37
 13:47:15   ,521.0,576.7,210.68
 13:47:18   ,745.0,643.6,196.21
 13:47:21   ,260.0,570.9,216.75
 13:47:24   ,746.0,623.8,197.21
 13:47:27   ,432.0,534.8,204.67
 13:47:30   ,716.0,561.0,206.04
 13:47:33   ,826.0,578.2,211.64
 13:47:36   ,788.0,564.0,197.24
 13:47:39   ,782.0,612.2,195.12
 13:47:42   ,538.0,632.7,175.91
 13:47:45   ,759.0,657.5,178.22
 13:47:48   ,748.0,658.1,176.4
 13:47:51   ,820.0,666.7,181.98
 13:47:54   ,349.0,668.4,158.05
 13:47:57   ,826.0,723.5,126.18
 13:48:00   ,830.0,715.6,146.53
 13:48:03   ,469.0,690.5,163.8
 13:48:06   ,379.0,681.9,177.94
 13:48:09   ,477.0,659.8,172.06
 13:48:12   ,807.0,652.5,186.47
 13:48:15   ,799.0,645.6,190.39
 13:48:18   ,405.0,611.0,199.52
 13:48:21   ,330.0,608.6,212.4
 13:48:24   ,541.0,588.2,192.53
 13:48:27   ,427.0,574.9,200.53
 13:48:30   ,704.0,574.1,183.03
 13:48:33   ,797.0,543.1,177.3
 13:48:36   ,311.0,518.0,178.28
 13:48:39   ,340.0,562.7,185.8
 13:48:42   ,808.0,592.9,200.67
 13:48:45   ,814.0,546.8,200.54
 13:48:48   ,401.0,506.4,184.48
 13:48:51   ,722.0,579.4,201.68
 13:48:54   ,490.0,563.3,190.12
 13:48:57   ,705.0,602.9,196.26
 13:49:00   ,684.0,607.1,190.51
 13:49:03   ,774.0,616.2,196.02
 13:49:06   ,818.0,609.3,192.74
 13:49:09   ,729.0,646.7,163.23
 13:49:12   ,847.0,706.3,141.26
 13:49:15   ,434.0,657.1,148.28
 13:49:18   ,805.0,697.5,136.78
 13:49:21   ,898.0,710.1,139.88
 13:49:24   ,362.0,664.8,164.28
 13:49:27   ,729.0,742.3,120.86
 13:49:30   ,760.0,711.1,167.24
 13:49:33   ,159.0,655.5,234.69
 13:49:36   ,709.0,709.1,165.92
 13:49:39   ,601.0,632.4,227.79
 13:49:42   ,658.0,636.1,226.93
 13:49:45   ,823.0,628.0,224.84
 13:49:48   ,855.0,653.6,218.11
 13:49:51   ,803.0,650.2,215.21
 13:49:54   ,151.0,580.7,249.25
 13:49:57   ,335.0,643.2,214.36
 13:50:00   ,531.0,605.0,244.42
 13:50:03   ,507.0,560.1,251.05
 13:50:06   ,739.0,620.5,215.15
 13:50:09   ,556.0,582.0,210.54
 13:50:12   ,298.0,570.0,233.69
 13:50:15   ,533.0,583.3,215.44
 13:50:18   ,540.0,531.5,214.62
 13:50:21   ,364.0,481.7,189.51
 13:50:24   ,788.0,497.8,183.49
 13:50:27   ,534.0,493.7,122.98
 13:50:30   ,415.0,527.1,143.56
 13:50:33   ,530.0,538.9,138.62
 13:50:36   ,604.0,537.1,145.13
 13:50:39   ,717.0,527.5,140.31
 13:50:42   ,842.0,544.8,161.84
 13:50:45   ,502.0,552.7,119.81
 13:50:48   ,836.0,617.0,162.23
 13:50:51   ,422.0,571.8,154.96
 13:50:54   ,735.0,650.3,144.68
 13:50:57   ,510.0,591.2,148.34
 13:51:00   ,739.0,634.2,153.04
 13:51:03   ,795.0,649.3,146.36
 13:51:06   ,790.0,669.7,142.27
 13:51:09   ,688.0,678.6,141.02
 13:51:12   ,684.0,685.5,144.66
 13:51:15   ,319.0,633.6,170.93
 13:51:18   ,375.0,657.4,154.8
 13:51:21   ,605.0,628.7,153.95
 13:51:24   ,745.0,638.0,164.54
 13:51:27   ,838.0,634.3,170.54
 13:51:30   ,870.0,661.0,171.63
 13:51:33   ,818.0,665.7,173.37
 13:51:36   ,389.0,630.3,191.42
 13:51:39   ,893.0,683.5,189.38
 13:51:42   ,731.0,637.4,195.56
 13:51:45   ,370.0,622.2,224.95
 13:51:48   ,726.0,699.0,177.24
 13:51:51   ,758.0,701.7,178.91
 13:51:54   ,435.0,681.5,193.7
 13:51:57   ,834.0,722.7,179.59
 13:52:00   ,721.0,671.1,187.89
 13:52:03   ,683.0,663.7,183.6
 13:52:06   ,543.0,640.0,180.32
 13:52:09   ,721.0,687.2,154.55
 13:52:12   ,726.0,652.7,143.44
 13:52:15   ,311.0,610.2,172.52
 13:52:18   ,530.0,667.7,117.13
 13:52:40   ,441.0,617.3,163.72
 13:52:43   ,852.0,635.6,166.29
 13:52:46   ,663.0,617.3,149.91
 13:52:49   ,351.0,587.9,171.18
 13:52:52   ,758.0,622.8,155.43
 13:52:55   ,384.0,552.2,173.42
 13:52:58   ,619.0,597.2,172.9
 13:53:01   ,721.0,573.7,183.96
 13:53:17   ,767.0,567.6,182.36
 13:53:20   ,395.0,571.4,167.37
 13:53:23   ,517.0,607.3,166.02
 13:53:26   ,765.0,627.5,174.83
 13:53:29   ,347.0,552.2,164.49
 13:53:32   ,858.0,613.5,178.16
 13:53:35   ,748.0,602.1,166.29
 13:53:38   ,236.0,560.9,203.34
 13:53:41   ,820.0,655.7,169.97
 13:53:44   ,462.0,581.6,204.77
 13:53:47   ,486.0,593.9,212.14
 13:53:50   ,452.0,560.0,208.44
 13:53:53   ,823.0,606.2,211.87
 13:53:56   ,398.0,557.2,209.05
 13:53:59   ,750.0,598.2,214.36
 13:54:02   ,769.0,605.2,210.27
 13:54:05   ,779.0,595.4,200.4
 13:54:08   ,650.0,584.6,194.05
 13:54:11   ,634.0,637.3,162.24
 13:54:14   ,658.0,622.7,151.09
 13:54:17   ,679.0,642.0,141.7
 13:54:20   ,647.0,656.0,131.68
 13:54:23   ,632.0,677.2,113.28
 13:54:26   ,734.0,669.8,104.22
 13:54:29   ,761.0,695.9,57.92
 13:54:32   ,388.0,657.0,103.69
 13:54:35   ,336.0,651.0,116.66
 13:54:38   ,872.0,665.5,116.79
 13:54:41   ,818.0,628.7,145.53
 13:54:44   ,777.0,648.4,159.14
 13:54:47   ,862.0,672.9,174.64
 13:54:50   ,700.0,666.5,167.44
 13:54:53   ,315.0,649.5,209.22
 13:54:56   ,136.0,638.4,243.01
 13:54:59   ,739.0,656.8,209.84
 13:55:02   ,699.0,590.3,255.25
 13:55:05   ,760.0,631.5,251.53
 13:55:08   ,316.0,623.4,251.46
 13:55:11   ,608.0,641.4,221.74
 13:55:14   ,268.0,557.2,251.75
 13:55:17   ,826.0,596.1,236.97
 13:55:20   ,820.0,536.1,236.59
 13:55:23   ,633.0,530.0,233.53
 13:55:26   ,758.0,593.0,241.85
 13:55:29   ,736.0,640.5,186.63
 13:55:32   ,663.0,635.1,185.34
 13:55:35   ,822.0,654.7,194.92
 13:55:38   ,760.0,638.8,186.94
 13:55:41   ,825.0,695.9,163.16
 13:55:44   ,550.0,683.6,163.01
 13:55:47   ,281.0,712.4,157.77
 13:55:50   ,117.0,668.4,202.84
 13:55:53   ,575.0,660.3,155.74
 13:55:56   ,809.0,632.1,233.21
 13:55:59   ,856.0,618.5,234.15
 13:56:02   ,716.0,611.8,228.78
 13:56:05   ,573.0,616.8,238.92
 13:56:08   ,770.0,625.9,236.49
 13:56:11   ,600.0,590.2,226.11
 13:56:14   ,890.0,613.7,239.31
 13:56:17   ,894.0,619.1,238.91
 13:56:20   ,506.0,641.2,214.98
 13:56:23   ,555.0,723.8,131.23
 13:56:26   ,356.0,697.0,172.37
 13:56:29   ,817.0,717.7,140.92
 13:56:32   ,509.0,636.9,166.94
 13:56:35   ,413.0,637.4,184.02
 13:56:38   ,765.0,666.2,175.67
 13:56:41   ,615.0,615.5,181.41
 13:56:44   ,395.0,610.0,199.88
 13:56:47   ,735.0,616.5,170.33
 13:56:50   ,768.0,569.9,157.92
 13:56:53   ,170.0,533.0,194.84
 13:56:56   ,704.0,607.7,166.14
 13:56:59   ,669.0,585.6,198.46
 13:57:02   ,429.0,550.3,189.59
 13:57:05   ,795.0,602.9,197.31
 13:57:08   ,365.0,561.5,196.48
 13:57:11   ,714.0,599.4,192.21
 13:57:14   ,551.0,558.1,199.07
 13:57:17   ,754.0,610.3,201.26
 13:57:20   ,738.0,590.3,196.14
 13:57:23   ,794.0,594.5,199.85
 13:57:26   ,461.0,618.0,145.71
 13:57:29   ,801.0,661.0,150.41
 13:57:32   ,742.0,634.3,156.85
 13:57:35   ,477.0,645.0,156.09
 13:57:38   ,749.0,666.9,144.34
 13:57:41   ,822.0,685.4,129.29
 13:57:44   ,812.0,687.9,129.5
 13:57:47   ,791.0,712.9,124.87
 13:57:50   ,737.0,713.3,125.91
 13:57:53   ,712.0,716.1,127.79
 13:57:56   ,366.0,675.8,162.48
 13:57:59   ,395.0,703.8,139.35
 13:58:02   ,472.0,668.0,156.34
 13:58:05   ,880.0,674.1,178.78
 13:58:08   ,812.0,666.8,172.54
 13:58:11   ,322.0,630.9,205.26
 13:58:14   ,460.0,643.7,187.02
 13:58:17   ,414.0,590.1,203.77
 13:58:20   ,327.0,548.3,203.1
 13:58:23   ,831.0,566.4,205.57
 13:58:26   ,619.0,506.7,188.63
 13:58:29   ,636.0,554.9,205.45
 13:58:32   ,495.0,563.2,199.23
 13:58:35   ,409.0,571.0,203.09
 13:58:38   ,729.0,564.5,179.17
 13:58:41   ,506.0,501.9,148.71
 13:58:44   ,640.0,556.0,151.7
 13:58:47   ,524.0,549.0,147.27
 13:58:50   ,724.0,591.6,147.92
 13:58:53   ,717.0,610.6,121.63
 13:58:56   ,222.0,550.4,146.86
 13:58:59   ,742.0,612.2,113.75
 13:59:02   ,724.0,569.0,160.65
 13:59:05   ,789.0,600.2,172.39
 13:59:08   ,802.0,633.0,164.39
 13:59:11   ,862.0,645.0,175.45
 13:59:14   ,696.0,658.0,163.39
 13:59:17   ,707.0,681.3,174.29
 13:59:20   ,744.0,702.2,166.78
 13:59:23   ,727.0,698.8,166.27
 13:59:26   ,786.0,707.4,168.59
 13:59:29   ,729.0,752.2,48.2
 13:59:32   ,395.0,723.2,119.55
 13:59:35   ,482.0,732.4,96.21
 13:59:38   ,780.0,722.8,119.1
 13:59:41   ,778.0,690.6,135.26
 13:59:44   ,703.0,674.9,123.14
 13:59:47   ,716.0,684.4,127.2
 13:59:50   ,406.0,653.0,151.09
 13:59:53   ,327.0,642.3,163.74
 13:59:56   ,795.0,657.0,154.44
 13:59:59   ,724.0,604.0,169.74
 14:00:02   ,461.0,584.3,176.39
 14:00:05   ,673.0,638.4,160.69
 14:00:08   ,537.0,622.7,164.88
 14:00:11   ,735.0,631.8,159.4
 14:00:14   ,461.0,580.3,152.87
 14:00:17   ,558.0,593.2,150.72
 14:00:20   ,715.0,583.4,155.63
 14:00:23   ,749.0,602.0,147.66
 14:00:26   ,760.0,641.9,119.41
 14:00:29   ,524.0,613.7,110.74
 14:00:32   ,449.0,609.8,122.8
 14:00:35   ,480.0,619.2,112.3
 14:00:38   ,737.0,622.5,121.07
 14:00:41   ,558.0,598.9,120.44
 14:00:44   ,663.0,609.6,121.2
 14:00:47   ,685.0,621.5,113.54
 14:00:50   ,724.0,635.9,114.45
 14:00:53   ,738.0,634.3,113.92
 14:00:56   ,843.0,642.3,125.23
 14:00:59   ,534.0,609.2,106.13
 14:01:02   ,782.0,665.9,123.33
 14:01:05   ,316.0,627.8,147.27
 14:01:08   ,282.0,654.6,152.97
 14:01:11   ,688.0,653.1,142.87
 14:01:14   ,450.0,601.7,186.12
